fold,fit_cell,seed,PINN_Knee_finetune,PINN_Knee_zeroshot,Pure_NN_finetune,Pure_NN_zeroshot,XGBoost_retrain
0,B0005,42,50.62586212158203,138.42837524414062,26.409814834594727,90.22378540039062,30.316299438476562
0,B0005,123,51.450950622558594,138.42837524414062,26.409814834594727,90.22378540039062,30.316299438476562
0,B0005,2024,53.57285690307617,138.42837524414062,26.409814834594727,90.22378540039062,30.316299438476562
1,B0006,42,29.84626007080078,102.1906509399414,106.0956039428711,109.19771575927734,47.5437126159668
1,B0006,123,36.05949401855469,102.1906509399414,106.0956039428711,109.19771575927734,47.5437126159668
1,B0006,2024,10.017234802246094,102.1906509399414,106.0956039428711,109.19771575927734,47.5437126159668
2,B0007,42,62.57217788696289,141.52734375,3.3941917419433594,78.56153106689453,42.29733657836914
2,B0007,123,55.95470428466797,141.52734375,3.3941917419433594,78.56153106689453,42.29733657836914
2,B0007,2024,65.94599151611328,141.52734375,3.3941917419433594,78.56153106689453,42.29733657836914
